Source: State of Alaska Geoportal - https://gis.data.alaska.gov/maps/e08c3faedf7842b382f415511402d9d1,,,,,,,,,,
X,Y,OBJECTID,CommunityName,EntityName,ReportingSeason,ReportingDate,ReportingPeriod,ReportingYear,HFRetailGal,AsOfDate
-133.151001,55.47607422,2878,Craig,Petro Marine,Summer,2020/12/08 09:00:00+00,July,2020,2.47,2020/12/08 09:00:00+00
-157.1704102,61.70269775,2879,Sleetmute,Henry Hill Store,Summer,2020/12/08 09:00:00+00,July,2020,4.95,2020/12/08 09:00:00+00
-133.9448242,56.9744873,2880,Kake,Kake Tribal Fuel,Summer,2020/12/08 09:00:00+00,July,2020,3.47,2020/12/08 09:00:00+00
-169.5452881,56.60150146,2881,Saint George,Delta Western,Summer,2020/12/08 09:00:00+00,July,2020,6.95,2020/12/08 09:00:00+00
-152.8834229,57.86669922,2882,Port Lions,Kizhuyak Oil Sales,Summer,2020/12/08 09:00:00+00,July,2020,2.71,2020/12/08 09:00:00+00
-156.7609863,71.28948975,2883,Utqiagvik,Eskimos Inc.,Summer,2020/12/08 09:00:00+00,July,2020,,2020/12/08 09:00:00+00
-157.4235229,70.4821167,2884,Atqasuk,North Slope Borough,Summer,2020/12/08 09:00:00+00,July,2020,1.4,2020/12/08 09:00:00+00
-158.4141846,56.30133057,2885,Chignik,City of Chignik,Summer,2020/12/08 09:00:00+00,July,2020,3.94,2020/12/08 09:00:00+00
-166.4921875,65.33447266,2886,Brevig Mission,Brevig Mission Native Store,Summer,2020/12/08 09:00:00+00,July,2020,3.96,2020/12/08 09:00:00+00
-168.0911865,65.60913086,2887,Wales,Wales Fuel House,Summer,2020/12/08 09:00:00+00,July,2020,6.44,2020/12/08 09:00:00+00
-152.7012939,66.55450439,2888,Alatna,City of Allakaket,Summer,2020/12/08 09:00:00+00,July,2020,7,2020/12/08 09:00:00+00
-163.5565186,63.03308105,2889,Kotlik,Kotlik Yupik Enterprises,Summer,2020/12/08 09:00:00+00,July,2020,4.74,2020/12/08 09:00:00+00
-166.0963745,61.53088379,2890,Hooper Bay,Crowley Marine,Summer,2020/12/08 09:00:00+00,July,2020,5.64,2020/12/08 09:00:00+00
-154.7492065,59.44012451,2891,Kokhanok,Kokhanok Tribal Council,Summer,2020/12/08 09:00:00+00,July,2020,7,2020/12/08 09:00:00+00
-161.9005127,59.75152588,2892,Quinhagak,Qanirtuuq Corporation,Summer,2020/12/08 09:00:00+00,July,2020,5.15,2020/12/08 09:00:00+00
-152.0776978,65.17132568,2893,Tanana,Tanana Tribal Council,Summer,2020/12/08 09:00:00+00,July,2020,3.32,2020/12/08 09:00:00+00
-145.52771,62.1126709,2894,Glennallen,Crowley,Summer,2020/12/08 09:00:00+00,July,2020,2.12,2020/12/08 09:00:00+00
-149.0906982,64.56268311,2895,Nenana,Nenana Heating,Summer,2020/12/08 09:00:00+00,July,2020,3.11,2020/12/08 09:00:00+00
-152.5039063,57.92327881,2896,Ouzinkie,Ouzinkie Native Corporation,Summer,2020/12/08 09:00:00+00,July,2020,2.87,2020/12/08 09:00:00+00
-160.4981079,55.34088135,2897,Sand Point,TDX Svcs,Summer,2020/12/08 09:00:00+00,July,2020,4.52,2020/12/08 09:00:00+00
-149.0057983,63.8704834,2898,Healy,Fisher Fuel,Summer,2020/12/08 09:00:00+00,July,2020,2.35,2020/12/08 09:00:00+00
-160.4373169,66.9743042,2899,Kiana,City of Kiana,Summer,2020/12/08 09:00:00+00,July,2020,5.65,2020/12/08 09:00:00+00
-146.3551025,61.13031006,2900,Valdez,Crowley,Summer,2020/12/08 09:00:00+00,July,2020,2.47,2020/12/08 09:00:00+00
-148.0123291,60.06567383,2901,Chenega Bay,Chenega IRA Council,Winter,2021/02/10 09:00:00+00,Jan,2021,5.04,2021/02/25 09:00:00+00
-145.7366943,64.04730225,2902,Delta Junction,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,2.62,2021/02/25 09:00:00+00
-160.0322266,70.63848877,2903,Wainwright,Olgoonik Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,1.5,2021/02/25 09:00:00+00
-166.5375977,53.87310791,2904,Unalaska,Delta,Winter,2021/02/10 09:00:00+00,Jan,2021,2.93,2021/02/25 09:00:00+00
-162.039917,63.47827148,2905,Saint Michael,Crater Fuel Services,Winter,2021/02/10 09:00:00+00,Jan,2021,4,2021/02/25 09:00:00+00
-162.4573975,60.89727783,2906,Nunapitchuk,Nunapitchuk LTD.,Winter,2021/02/10 09:00:00+00,Jan,2021,5.36,2021/02/25 09:00:00+00
-163.5565186,63.03308105,2907,Kotlik,Kotlik Yupik Enterprises,Winter,2021/02/10 09:00:00+00,Jan,2021,4.74,2021/02/25 09:00:00+00
-162.0881958,61.88153076,2908,Marshall,City of Marshall,Winter,2021/02/10 09:00:00+00,Jan,2021,5.5,2021/02/25 09:00:00+00
-151.7185059,59.44067383,2909,Seldovia,Seldovia Fuel and Lube,Winter,2021/02/10 09:00:00+00,Jan,2021,3.72,2021/02/25 09:00:00+00
-171.718811,63.7769165,2910,Gambell,ANICA (Gambell Native Store),Winter,2021/02/10 09:00:00+00,Jan,2021,4.58,2021/02/25 09:00:00+00
-152.0776978,65.17132568,2911,Tanana,Tanana Tribal Council,Winter,2021/02/10 09:00:00+00,Jan,2021,3.25,2021/02/25 09:00:00+00
-150.9990234,70.21728516,2912,Nuiqsut,North Slope Borough,Winter,2021/02/10 09:00:00+00,Jan,2021,2.3,2021/02/25 09:00:00+00
-157.1704102,61.70269775,2913,Sleetmute,Henry Hill Store,Winter,2021/02/10 09:00:00+00,Jan,2021,5.5,2021/02/25 09:00:00+00
-134.4066162,58.29992676,2914,Juneau,Petro One,Winter,2021/02/10 09:00:00+00,Jan,2021,2.53,2021/02/25 09:00:00+00
-133.6212158,56.35150146,2915,Point Baker,Point Baker Trading Post,Winter,2021/02/10 09:00:00+00,Jan,2021,5.35,2021/02/25 09:00:00+00
-162.2764282,60.8572998,2916,Atmautluak,Atmautluak Limited,Winter,2021/02/10 09:00:00+00,Jan,2021,4.96,2021/02/25 09:00:00+00
-151.7357788,68.14190674,2917,Anaktuvuk Pass,North Slope Borough,Winter,2021/02/10 09:00:00+00,Jan,2021,1.5,2021/02/25 09:00:00+00
-133.9448242,56.9744873,2918,Kake,Kake Tribal Fuel,Winter,2021/02/10 09:00:00+00,Jan,2021,3.8,2021/02/25 09:00:00+00
-145.5355225,68.128479,2919,Arctic Village,Arctic Village Traditional Council,Winter,2021/02/10 09:00:00+00,Jan,2021,12,2021/02/25 09:00:00+00
-132.383606,56.47052002,2920,Wrangell,Petro Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,2.91,2021/02/25 09:00:00+00
-166.3651123,65.26287842,2921,Teller,Teller Native Fuel Business,Winter,2021/02/10 09:00:00+00,Jan,2021,5.73,2021/02/25 09:00:00+00
-162.6762085,60.34289551,2922,Tuntutuliak,Qinarmiut Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,5.45,2021/02/25 09:00:00+00
-166.4921875,65.33447266,2923,Brevig Mission,Brevig Mission Native Store,Winter,2021/02/10 09:00:00+00,Jan,2021,3.67,2021/02/25 09:00:00+00
-166.0706787,66.25512695,2924,Shishmaref,Shishmaref Native Store,Winter,2021/02/10 09:00:00+00,Jan,2021,3.11,2021/02/25 09:00:00+00
-149.3482056,65.15228271,2925,Minto,North Fork Store,Winter,2021/02/10 09:00:00+00,Jan,2021,3.55,2021/02/25 09:00:00+00
-149.1907959,64.34350586,2926,Anderson,Nenana Heating,Winter,2021/02/10 09:00:00+00,Jan,2021,2.53,2021/02/25 09:00:00+00
-160.1992798,62.65252686,2927,Anvik,Deloyges,Winter,2021/02/10 09:00:00+00,Jan,2021,5,2021/02/25 09:00:00+00
-153.9813843,57.53710938,2928,Larsen Bay,City of Larsen Bay,Winter,2021/02/10 09:00:00+00,Jan,2021,4.22,2021/02/25 09:00:00+00
-149.0906982,64.56268311,2929,Nenana,Nenana Heating,Winter,2021/02/10 09:00:00+00,Jan,2021,2.58,2021/02/25 09:00:00+00
-166.7341919,68.3480835,2930,Point Hope,Tigara Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,2.09,2021/02/25 09:00:00+00
-135.7390747,58.41333008,2931,Gustavus,Gustavus Dray,Winter,2021/02/10 09:00:00+00,Jan,2021,3.01,2021/02/25 09:00:00+00
-152.3973999,57.79309082,2932,Kodiak,Petro Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,2.74,2021/02/25 09:00:00+00
-168.0911865,65.60913086,2933,Wales,Wales Fuel House,Winter,2021/02/10 09:00:00+00,Jan,2021,4.64,2021/02/25 09:00:00+00
-160.7919922,63.87670898,2934,Unalakleet,Unalakleet Native Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,3.99,2021/02/25 09:00:00+00
-132.5228271,55.68548584,2935,Thorne Bay,Petro Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,2.88,2021/02/25 09:00:00+00
-165.1071777,60.52947998,2936,Toksook Bay,Nunakauiak Yupik Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,5.87,2021/02/25 09:00:00+00
-160.4373169,66.9743042,2937,Kiana,City of Kiana,Winter,2021/02/10 09:00:00+00,Jan,2021,5.67,2021/02/25 09:00:00+00
-154.7492065,59.44012451,2938,Kokhanok,Kokhanok Tribal Council,Winter,2021/02/10 09:00:00+00,Jan,2021,7,2021/02/25 09:00:00+00
-161.9005127,59.75152588,2939,Quinhagak,Qanirtuuq Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,5.41,2021/02/25 09:00:00+00
-160.0656128,62.90649414,2940,Grayling,HYL Grayling Fuel Company,Winter,2021/02/10 09:00:00+00,Jan,2021,5,2021/02/25 09:00:00+00
-163.0366821,64.54248047,2941,Golovin,Golovin Public Utilities,Winter,2021/02/10 09:00:00+00,Jan,2021,3.1,2021/02/25 09:00:00+00
-170.4840088,63.69311523,2942,Savoonga,ANICA (Savoonga Native Store),Winter,2021/02/10 09:00:00+00,Jan,2021,5.51,2021/02/25 09:00:00+00
-136.2296753,57.96069336,2943,Pelican,Pelican Fuel,Winter,2021/02/10 09:00:00+00,Jan,2021,3.64,2021/02/25 09:00:00+00
-151.5319824,59.64727783,2944,Homer,Petro Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,2.55,2021/02/25 09:00:00+00
-158.4141846,56.30133057,2945,Chignik,City of Chignik,Winter,2021/02/10 09:00:00+00,Jan,2021,3.94,2021/02/25 09:00:00+00
-154.2581787,66.04589844,2946,Hughes,Hughes City Council,Winter,2021/02/10 09:00:00+00,Jan,2021,9,2021/02/25 09:00:00+00
-144.0667114,65.82672119,2947,Circle,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,3.15,2021/02/25 09:00:00+00
-155.5883789,62.95007324,2948,McGrath,Northern Petroleum,Winter,2021/02/10 09:00:00+00,Jan,2021,5.69,2021/02/25 09:00:00+00
-153.2836914,57.21350098,2949,Old Harbor,City of Old Harbor,Winter,2021/02/10 09:00:00+00,Jan,2021,3.81,2021/02/25 09:00:00+00
-163.1575928,59.8770752,2950,Kwigillingok,KWIK Marina Inc.,Winter,2021/02/10 09:00:00+00,Jan,2021,5.05,2021/02/25 09:00:00+00
-162.8831177,61.93731689,2951,Pilot Station,Pilot Station Native Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,6.25,2021/02/25 09:00:00+00
-161.2299805,60.9074707,2952,Akiak,Kokarmiut Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,4.69,2021/02/25 09:00:00+00
-161.7717896,60.7913208,2953,Bethel,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,4.03,2021/02/25 09:00:00+00
-160.4981079,55.34088135,2954,Sand Point,TDX Svcs,Winter,2021/02/10 09:00:00+00,Jan,2021,4.65,2021/02/25 09:00:00+00
-160.3156128,61.53833008,2955,Upper Kalskag,City of Upper Kalskag,Winter,2021/02/10 09:00:00+00,Jan,2021,4.75,2021/02/25 09:00:00+00
-147.7211914,64.83972168,2956,Fairbanks,Alaska Petroleum,Winter,2021/02/10 09:00:00+00,Jan,2021,2.74,2021/02/25 09:00:00+00
-156.8770752,64.74267578,2957,Galena,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,5.18,2021/02/25 09:00:00+00
-158.5479126,58.83447266,2958,Clark's Point,Clark's Point Village Council,Winter,2021/02/10 09:00:00+00,Jan,2021,,2021/02/25 09:00:00+00
-133.151001,55.47607422,2959,Craig,Petro Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,2.86,2021/02/25 09:00:00+00
-166.0963745,61.53088379,2960,Hooper Bay,Crowley Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,5.3,2021/02/25 09:00:00+00
-163.7261963,62.08947754,2961,Mountain Village,Azachorak Fuel,Winter,2021/02/10 09:00:00+00,Jan,2021,6.18,2021/02/25 09:00:00+00
-134.5808105,57.49969482,2962,Angoon,Angoon Oil and Gas,Winter,2021/02/10 09:00:00+00,Jan,2021,4.62,2021/02/25 09:00:00+00
-145.52771,62.1126709,2963,Glennallen,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,2.09,2021/02/25 09:00:00+00
-132.9577026,56.81109619,2964,Petersburg,Petro Marine,Winter,2021/02/10 09:00:00+00,Jan,2021,2.88,2021/02/25 09:00:00+00
-161.2017822,56.00128174,2965,Nelson Lagoon,Nelson Lagoon Enterprises,Winter,2021/02/10 09:00:00+00,Jan,2021,5.25,2021/02/25 09:00:00+00
-161.3234863,61.78387451,2966,Russian Mission,Russian Mission Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,4.8,2021/02/25 09:00:00+00
-154.8574829,59.96789551,2967,Nondalton,City of Nondalton,Winter,2021/02/10 09:00:00+00,Jan,2021,,2021/02/25 09:00:00+00
-162.7288208,66.07672119,2968,Deering,Deering IRA,Winter,2021/02/10 09:00:00+00,Jan,2021,4.38,2021/02/25 09:00:00+00
-162.5930176,66.89672852,2969,Kotzebue,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,5.89,2021/02/25 09:00:00+00
-161.046814,66.83349609,2970,Noorvik,Noorvik Native Store,Winter,2021/02/10 09:00:00+00,Jan,2021,5.64,2021/02/25 09:00:00+00
-161.5822754,59.11828613,2971,Goodnews Bay,Mumtram Pikkai Village Corp.,Winter,2021/02/10 09:00:00+00,Jan,2021,2.79,2021/02/25 09:00:00+00
-165.5814819,61.84289551,2972,Scammon Bay,Askinuk Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,5.85,2021/02/25 09:00:00+00
-163.4104004,64.68127441,2973,White Mountain,White Mountain Native Store,Winter,2021/02/10 09:00:00+00,Jan,2021,3.03,2021/02/25 09:00:00+00
-162.2915039,63.52392578,2974,Stebbins,Tapraq Fuel Company,Winter,2021/02/10 09:00:00+00,Jan,2021,5.04,2021/02/25 09:00:00+00
-152.8834229,57.86669922,2975,Port Lions,Kizhuyak Oil Sales,Winter,2021/02/10 09:00:00+00,Jan,2021,3.35,2021/02/25 09:00:00+00
-158.4630127,59.03948975,2976,Dillingham,Vitus,Winter,2021/02/10 09:00:00+00,Jan,2021,3.52,2021/02/25 09:00:00+00
-152.7012939,66.55450439,2977,Alatna,City of Allakaket,Winter,2021/02/10 09:00:00+00,Jan,2021,7,2021/02/25 09:00:00+00
-156.7609863,71.28948975,2978,Utqiagvik,Eskimos Inc.,Winter,2021/02/10 09:00:00+00,Jan,2021,,2021/02/25 09:00:00+00
-157.3112793,59.45147705,2979,New Stuyahok,New Stuyahok Village Corp.,Winter,2021/02/10 09:00:00+00,Jan,2021,5.96,2021/02/25 09:00:00+00
-165.7734985,54.13427734,2980,Akutan,City of Akutan,Winter,2021/02/10 09:00:00+00,Jan,2021,1.98,2021/02/25 09:00:00+00
-143.612793,70.12670898,2981,Kaktovik,Kaktovik Inupiat Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,2.5,2021/02/25 09:00:00+00
-160.3787842,59.06048584,2982,Togiak,Togiak Natives Limited,Winter,2021/02/10 09:00:00+00,Jan,2021,4.48,2021/02/25 09:00:00+00
-146.3551025,61.13031006,2983,Valdez,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,2.72,2021/02/25 09:00:00+00
-155.4888916,64.73931885,2984,Ruby,Dineega Fuel Company,Winter,2021/02/10 09:00:00+00,Jan,2021,4.75,2021/02/25 09:00:00+00
-164.5297852,62.77709961,2985,Emmonak,Emmonak Corp. Tank Farm,Winter,2021/02/10 09:00:00+00,Jan,2021,5.16,2021/02/25 09:00:00+00
-159.7717896,62.19848633,2986,Holy Cross,Holy Cross Oil Company,Winter,2021/02/10 09:00:00+00,Jan,2021,6.05,2021/02/25 09:00:00+00
-157.4235229,70.4821167,2987,Atqasuk,North Slope Borough,Winter,2021/02/10 09:00:00+00,Jan,2021,1.4,2021/02/25 09:00:00+00
-156.3947144,65.7019043,2988,Huslia,Huslia Gas & Oil,Winter,2021/02/10 09:00:00+00,Jan,2021,6.25,2021/02/25 09:00:00+00
-141.2075806,64.78887939,2989,Eagle,Eagle Trading,Winter,2021/02/10 09:00:00+00,Jan,2021,3.5,2021/02/25 09:00:00+00
-145.7601929,60.54412842,2990,Cordova,Shoreside Petro,Winter,2021/02/10 09:00:00+00,Jan,2021,2.89,2021/02/25 09:00:00+00
-158.1052856,64.72351074,2991,Nulato,City of Nulato,Winter,2021/02/10 09:00:00+00,Jan,2021,4,2021/02/25 09:00:00+00
-149.0057983,63.8704834,2992,Healy,Fisher Fuel,Winter,2021/02/10 09:00:00+00,Jan,2021,2.6,2021/02/25 09:00:00+00
-152.5039063,57.92327881,2993,Ouzinkie,Ouzinkie Native Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,3.01,2021/02/25 09:00:00+00
-162.3112793,55.05950928,2994,King Cove,Peter Pan Seafood,Winter,2021/02/10 09:00:00+00,Jan,2021,3.04,2021/02/25 09:00:00+00
-135.4456787,58.10968018,2995,Hoonah,Hoonah Trading,Winter,2021/02/10 09:00:00+00,Jan,2021,3.44,2021/02/25 09:00:00+00
-169.5452881,56.60150146,2996,Saint George,Delta Western,Winter,2021/02/10 09:00:00+00,Jan,2021,6.95,2021/02/25 09:00:00+00
-174.2001953,52.19787598,2997,Atka,Atka Native Store,Winter,2021/02/10 09:00:00+00,Jan,2021,7.5,2021/02/25 09:00:00+00
-158.7249146,64.32647705,2998,Kaltag,Kaltag Cooperative,Winter,2021/02/10 09:00:00+00,Jan,2021,3.75,2021/02/25 09:00:00+00
-144.4411011,61.51647949,2999,Chitina,Crowley,Winter,2021/02/10 09:00:00+00,Jan,2021,2.09,2021/02/25 09:00:00+00
-161.1647949,64.9307251,3000,Koyuk,Koyuk Native Corporation,Winter,2021/02/10 09:00:00+00,Jan,2021,4.85,2021/02/25 09:00:00+00
-169.5452881,56.60150146,3001,Saint George,Delta Western,Summer,2021/07/20 09:00:00+00,July,2021,6.95,2021/08/23 09:00:00+00
-154.8574829,59.96789551,3002,Nondalton,City of Nondalton,Summer,2021/07/20 09:00:00+00,July,2021,,2021/08/23 09:00:00+00
-166.0963745,61.53088379,3003,Hooper Bay,Crowley Marine,Summer,2021/07/20 09:00:00+00,July,2021,5.3,2021/08/23 09:00:00+00
-165.5814819,61.84289551,3004,Scammon Bay,Askinuk Corporation,Summer,2021/07/20 09:00:00+00,July,2021,5.85,2021/08/23 09:00:00+00
-158.7249146,64.32647705,3005,Kaltag,Kaltag Cooperative,Summer,2021/07/20 09:00:00+00,July,2021,4.25,2021/08/23 09:00:00+00
-160.3787842,59.06048584,3006,Togiak,Togiak Natives Limited,Summer,2021/07/20 09:00:00+00,July,2021,4.5,2021/08/23 09:00:00+00
-162.3112793,55.05950928,3007,King Cove,Peter Pan Seafood,Summer,2021/07/20 09:00:00+00,July,2021,4.04,2021/08/23 09:00:00+00
-166.0706787,66.25512695,3008,Shishmaref,Shishmaref Native Store,Summer,2021/07/20 09:00:00+00,July,2021,3.11,2021/08/23 09:00:00+00
-150.9990234,70.21728516,3009,Nuiqsut,North Slope Borough,Summer,2021/07/20 09:00:00+00,July,2021,2.3,2021/08/23 09:00:00+00
-132.5228271,55.68548584,3010,Thorne Bay,Bayview (Gas) / Petro  Marine (HF/P),Summer,2021/07/20 09:00:00+00,July,2021,3.22,2021/08/23 09:00:00+00
-158.5479126,58.83447266,3011,Clark's Point,City of Clarks Point (Gas)/ Clarks Point Village Council (HF),Summer,2021/07/20 09:00:00+00,July,2021,,2021/08/23 09:00:00+00
-160.7919922,63.87670898,3012,Unalakleet,Unalakleet Native Corporation,Summer,2021/07/20 09:00:00+00,July,2021,4.19,2021/08/23 09:00:00+00
-157.4235229,70.4821167,3013,Atqasuk,North Slope Borough,Summer,2021/07/20 09:00:00+00,July,2021,1.4,2021/08/23 09:00:00+00
-145.5355225,68.128479,3014,Arctic Village,Arctic Village Traditional Council,Summer,2021/07/20 09:00:00+00,July,2021,12,2021/08/23 09:00:00+00
-155.5883789,62.95007324,3015,McGrath,Northern Petroleum,Summer,2021/07/20 09:00:00+00,July,2021,6.54,2021/08/23 09:00:00+00
-171.718811,63.7769165,3016,Gambell,ANICA (Gambell Native Store),Summer,2021/07/20 09:00:00+00,July,2021,4.65,2021/08/23 09:00:00+00
-161.2299805,60.9074707,3017,Akiak,Kokarmiut Corporation,Summer,2021/07/20 09:00:00+00,July,2021,4.69,2021/08/23 09:00:00+00
-145.7601929,60.54412842,3018,Cordova,Shoreside Petro,Summer,2021/07/20 09:00:00+00,July,2021,3.32,2021/08/23 09:00:00+00
-160.3156128,61.53833008,3019,Upper Kalskag,City of Upper Kalskag,Summer,2021/07/20 09:00:00+00,July,2021,5.5,2021/08/23 09:00:00+00
-154.7492065,59.44012451,3020,Kokhanok,Kokhanok Tribal Council,Summer,2021/07/20 09:00:00+00,July,2021,7,2021/08/23 09:00:00+00
-163.4104004,64.68127441,3021,White Mountain,White Mountain Native Store,Summer,2021/07/20 09:00:00+00,July,2021,3.03,2021/08/23 09:00:00+00
-160.4373169,66.9743042,3022,Kiana,City of Kiana,Summer,2021/07/20 09:00:00+00,July,2021,6.18,2021/08/23 09:00:00+00
-149.0057983,63.8704834,3023,Healy,Fisher Fuel,Summer,2021/07/20 09:00:00+00,July,2021,2.65,2021/08/23 09:00:00+00
-135.7390747,58.41333008,3024,Gustavus,Gustavus Dray - Gustavus Propane,Summer,2021/07/20 09:00:00+00,July,2021,3.89,2021/08/23 09:00:00+00
-160.4981079,55.34088135,3025,Sand Point,TDX Svcs (HF) /Trident (gas),Summer,2021/07/20 09:00:00+00,July,2021,4.52,2021/08/23 09:00:00+00
-136.2296753,57.96069336,3026,Pelican,Pelican Fuel,Summer,2021/07/20 09:00:00+00,July,2021,4.16,2021/08/23 09:00:00+00
-133.151001,55.47607422,3027,Craig,Petro Marine,Summer,2021/07/20 09:00:00+00,July,2021,3.22,2021/08/23 09:00:00+00
-144.4411011,61.51647949,3028,Chitina,Wrangell View Store (Gas) / Crowley (HF/P),Summer,2021/07/20 09:00:00+00,July,2021,2.68,2021/08/23 09:00:00+00
-153.9813843,57.53710938,3029,Larsen Bay,City of Larsen Bay,Summer,2021/07/20 09:00:00+00,July,2021,4.22,2021/08/23 09:00:00+00
-165.7734985,54.13427734,3030,Akutan,City of Akutan,Summer,2021/07/20 09:00:00+00,July,2021,2.55,2021/08/23 09:00:00+00
-163.0366821,64.54248047,3031,Golovin,Golovin Public Utilities (HF/Gas) / Chignik Traditional Store (P),Summer,2021/07/20 09:00:00+00,July,2021,3.1,2021/08/23 09:00:00+00
-158.4141846,56.30133057,3032,Chignik,City of Chignik (HF)/Trident (Gas/P),Summer,2021/07/20 09:00:00+00,July,2021,3.94,2021/08/23 09:00:00+00
-162.039917,63.47827148,3033,Saint Michael,Crater Fuel Services,Summer,2021/07/20 09:00:00+00,July,2021,4,2021/08/23 09:00:00+00
-149.3482056,65.15228271,3034,Minto,North Fork Store,Summer,2021/07/20 09:00:00+00,July,2021,4.15,2021/08/23 09:00:00+00
-152.0776978,65.17132568,3035,Tanana,Tanana Tribal Council,Summer,2021/07/20 09:00:00+00,July,2021,3.32,2021/08/23 09:00:00+00
-157.1704102,61.70269775,3036,Sleetmute,Henry Hill Store,Summer,2021/07/20 09:00:00+00,July,2021,5.6,2021/08/23 09:00:00+00
-141.2075806,64.78887939,3037,Eagle,Eagle Trading,Summer,2021/07/20 09:00:00+00,July,2021,4.5,2021/08/23 09:00:00+00
-161.7717896,60.7913208,3038,Bethel,Crowley,Summer,2021/07/20 09:00:00+00,July,2021,3.95,2021/08/23 09:00:00+00
-163.5565186,63.03308105,3039,Kotlik,Kotlik Yupik Enterprises,Summer,2021/07/20 09:00:00+00,July,2021,4.88,2021/08/23 09:00:00+00
-166.4921875,65.33447266,3040,Brevig Mission,Brevig Mission Native Store,Summer,2021/07/20 09:00:00+00,July,2021,3.78,2021/08/23 09:00:00+00
-156.3947144,65.7019043,3041,Huslia,Huslia Gas & Oil,Summer,2021/07/20 09:00:00+00,July,2021,6.25,2021/08/23 09:00:00+00
-143.612793,70.12670898,3042,Kaktovik,Kaktovik Inupiat Corporation,Summer,2021/07/20 09:00:00+00,July,2021,2.5,2021/08/23 09:00:00+00
-164.5297852,62.77709961,3043,Emmonak,Emmonak Corp. Tank Farm,Summer,2021/07/20 09:00:00+00,July,2021,5.16,2021/08/23 09:00:00+00
-165.1071777,60.52947998,3044,Toksook Bay,Nunakauiak Yupik Corporation,Summer,2021/07/20 09:00:00+00,July,2021,5.87,2021/08/23 09:00:00+00
-146.3551025,61.13031006,3045,Valdez,Cap'n Joe's (Gas) / Crowley (HF/P),Summer,2021/07/20 09:00:00+00,July,2021,3.56,2021/08/23 09:00:00+00
-134.5808105,57.49969482,3046,Angoon,Angoon Oil and Gas (HF/G) / Angoon Trading Co. (P),Summer,2021/07/20 09:00:00+00,July,2021,4.15,2021/08/23 09:00:00+00
-156.8770752,64.74267578,3047,Galena,Crowley Marine (HF/P) / Galena Liquor Store (G),Summer,2021/07/20 09:00:00+00,July,2021,5.17,2021/08/23 09:00:00+00
-158.1052856,64.72351074,3048,Nulato,City of Nulato,Summer,2021/07/20 09:00:00+00,July,2021,4.7,2021/08/23 09:00:00+00
-133.6212158,56.35150146,3049,Point Baker,Point Baker Trading Post,Summer,2021/07/20 09:00:00+00,July,2021,5.35,2021/08/23 09:00:00+00
-135.4456787,58.10968018,3050,Hoonah,Hoonah Trading,Summer,2021/07/20 09:00:00+00,July,2021,4.12,2021/08/23 09:00:00+00
-161.5822754,59.11828613,3051,Goodnews Bay,Mumtram Pikkai Village Corp.,Summer,2021/07/20 09:00:00+00,July,2021,2.79,2021/08/23 09:00:00+00
-148.0123291,60.06567383,3052,Chenega Bay,Chenega Bay Utility,Summer,2021/07/20 09:00:00+00,July,2021,5.52,2021/08/23 09:00:00+00
-162.2764282,60.8572998,3053,Atmautluak,Atmautluak Limited,Summer,2021/07/20 09:00:00+00,July,2021,4.96,2021/08/23 09:00:00+00
-174.2001953,52.19787598,3054,Atka,Atka Native Store,Summer,2021/07/20 09:00:00+00,July,2021,7.5,2021/08/23 09:00:00+00
-160.1992798,62.65252686,3055,Anvik,Deloyges,Summer,2021/07/20 09:00:00+00,July,2021,5,2021/08/23 09:00:00+00
-162.7288208,66.07672119,3056,Deering,Deering IRA,Summer,2021/07/20 09:00:00+00,July,2021,3.09,2021/08/23 09:00:00+00
-132.383606,56.47052002,3057,Wrangell,Petro Marine (HF) / LN'M Fuel (Gas),Summer,2021/07/20 09:00:00+00,July,2021,3.25,2021/08/23 09:00:00+00
-134.4066162,58.29992676,3058,Juneau,Petro One,Summer,2021/07/20 09:00:00+00,July,2021,3.17,2021/08/23 09:00:00+00
