source: https://gis.data.alaska.gov/datasets/a8cb2e38a0ed497e9dc2ead8c27ee6d9_2/,,,
Place,e_Per_Capita_Income,Start_Year,End_Year
Metlakatla,22944,2011,2015
Minto,15049,2011,2015
Moose Creek,30703,2011,2015
Moose Pass,45991,2011,2015
Mosquito Lake,18311,2011,2015
Mountain Village,10394,2011,2015
Mud Bay,47765,2011,2015
Nabesna,,2011,2015
Naknek,40284,2011,2015
Nanwalek,11782,2011,2015
Napakiak,8693,2011,2015
Napaskiak,11575,2011,2015
Naukati Bay,20044,2011,2015
Nelchina,9146,2011,2015
Nelson Lagoon,44264,2011,2015
Nenana,25806,2011,2015
New Allakaket,9827,2011,2015
New Stuyahok,9498,2011,2015
Newhalen,16449,2011,2015
Newtok,8637,2011,2015
Nightmute,10024,2011,2015
Nikiski,31900,2011,2015
Nikolaevsk,14944,2011,2015
Nikolai,16601,2011,2015
Nikolski,22627,2011,2015
Ninilchik,31184,2011,2015
Noatak,13717,2011,2015
Nome,29005,2011,2015
Nondalton,12971,2011,2015
Noorvik,12997,2011,2015
North Pole,30992,2011,2015
Northway,15717,2011,2015
Northway Junction,18606,2011,2015
Northway Village,8348,2011,2015
Nuiqsut,22682,2011,2015
Nulato,15340,2011,2015
Nunam Iqua,15752,2011,2015
Nunapitchuk,9012,2011,2015
Old Harbor,27571,2011,2015
Oscarville,14286,2011,2015
Ouzinkie,26783,2011,2015
Palmer,26230,2011,2015
Paxson,30176,2011,2015
Pedro Bay,39725,2011,2015
Pelican,33168,2011,2015
Perryville,15313,2011,2015
Petersburg,35487,2011,2015
Petersville,,2011,2015
Pilot Point,21391,2011,2015
Pilot Station,9473,2011,2015
Pitkas Point,12976,2011,2015
Platinum,10155,2011,2015
Pleasant Valley,23592,2011,2015
Point Baker,15246,2011,2015
Point Hope,19980,2011,2015
Point Lay,16689,2011,2015
Point MacKenzie,23048,2011,2015
Point Possession,,2011,2015
Pope-Vannoy Landing,,2011,2015
Port Alexander,23897,2011,2015
Port Alsworth,21920,2011,2015
Port Clarence,26868,2011,2015
Port Graham,15883,2011,2015
Port Heiden,36253,2011,2015
Port Lions,26583,2011,2015
Port Protection,28221,2011,2015
Portage Creek,,2011,2015
Primrose,49312,2011,2015
Prudhoe Bay,102143,2011,2015
Quinhagak,11744,2011,2015
Rampart,34000,2011,2015
Red Devil,58036,2011,2015
Red Dog Mine,106559,2011,2015
Ridgeway,36815,2011,2015
Ruby,12974,2011,2015
Russian Mission,10322,2011,2015
Salamatof,19987,2011,2015
Salcha,31770,2011,2015
Sand Point,26981,2011,2015
Savoonga,8101,2011,2015
Saxman,23050,2011,2015
Scammon Bay,8360,2011,2015
Selawik,11313,2011,2015
Seldovia Village,35429,2011,2015
Seldovia,32279,2011,2015
Seward,24671,2011,2015
Shageluk,21947,2011,2015
Shaktoolik,14677,2011,2015
Shishmaref,10829,2011,2015
Shungnak,11855,2011,2015
Silver Springs,28573,2011,2015
Sitka,33890,2011,2015
Skagway,38917,2011,2015
Skwentna,17521,2011,2015
Slana,5939,2011,2015
Sleetmute,13765,2011,2015
Soldotna,33507,2011,2015
South Naknek,39130,2011,2015
South Van Horn,36850,2011,2015
Saint George,24036,2011,2015
Saint Mary's,21183,2011,2015
Saint Michael,10871,2011,2015
Saint Paul,29751,2011,2015
Stebbins,11304,2011,2015
Steele Creek,44241,2011,2015
Sterling,32429,2011,2015
Stevens Village,7868,2011,2015
Stony River,11760,2011,2015
Sunrise,,2011,2015
Susitna,,2011,2015
Susitna North,26336,2011,2015
Sutton-Alpine,15622,2011,2015
Takotna,17269,2011,2015
Talkeetna,31539,2011,2015
Tanacross,11162,2011,2015
Tanaina,26799,2011,2015
Tanana,20739,2011,2015
Tatitlek,26508,2011,2015
Tazlina,27398,2011,2015
Teller,11602,2011,2015
Tenakee Springs,35607,2011,2015
Tetlin,10149,2011,2015
Thorne Bay,31240,2011,2015
Togiak,13357,2011,2015
Tok,24883,2011,2015
Toksook Bay,15221,2011,2015
Tolsona,,2011,2015
Tonsina,39337,2011,2015
Trapper Creek,20328,2011,2015
Tuluksak,7001,2011,2015
Tuntutuliak,10471,2011,2015
Tununak,10421,2011,2015
Twin Hills,14340,2011,2015
Two Rivers,40211,2011,2015
Tyonek,18070,2011,2015
Ugashik,41705,2011,2015
Unalakleet,28929,2011,2015
Unalaska,31804,2011,2015
Upper Kalskag,11046,2011,2015
Valdez,34619,2011,2015
Venetie,12897,2011,2015
Wainwright,20080,2011,2015
Wales,12085,2011,2015
Wasilla,26509,2011,2015
Whale Pass,,2011,2015
White Mountain,17704,2011,2015
Whitestone,61456,2011,2015
Whitestone Logging Camp,,2011,2015
Whittier,28016,2011,2015
Willow,27863,2011,2015
Willow Creek,,2011,2015
Wiseman,,2011,2015
Womens Bay,31812,2011,2015
Wrangell,30089,2011,2015
Yakutat,30387,2011,2015
Alaska,34191,2012,2016
Aleutians East Borough,31025,2012,2016
Aleutians West Census Area,35083,2012,2016
Anchorage,37864,2012,2016
Bethel Census Area,18231,2012,2016
Bristol Bay Borough,41420,2012,2016
Denali Borough,38337,2012,2016
Dillingham Census Area,23520,2012,2016
Fairbanks North Star Borough,34182,2012,2016
Haines Borough,32673,2012,2016
Hoonah-Angoon Census Area,31451,2012,2016
Juneau,40592,2012,2016
Kenai Peninsula Borough,32556,2012,2016
Ketchikan Gateway Borough,32694,2012,2016
Kodiak Island Borough,32066,2012,2016
Kusilvak Census Area,11701,2012,2016
Lake and Peninsula Borough,22684,2012,2016
Matanuska-Susitna Borough,30078,2012,2016
Nome Census Area,20033,2012,2016
North Slope Borough,49982,2012,2016
Northwest Arctic Borough,21028,2012,2016
Petersburg Borough,34788,2012,2016
Prince of Wales-Hyder Census Area,25564,2012,2016
Sitka,35655,2012,2016
Skagway,39412,2012,2016
Southeast Fairbanks Census Area,30757,2012,2016
Valdez-Cordova Census Area,35457,2012,2016
Wrangell,29782,2012,2016
Yakutat,31084,2012,2016
Yukon-Koyukuk Census Area,20812,2012,2016
Adak,24629,2012,2016
Akhiok,8428,2012,2016
Akiachak,12245,2012,2016
Akiak,9937,2012,2016
Akutan,28335,2012,2016
Alakanuk,8217,2012,2016
Alatna,,2012,2016
Alcan Border,27697,2012,2016
Aleknagik,21436,2012,2016
Aleneva,,2012,2016
Allakaket,18211,2012,2016
Ambler,15529,2012,2016
Anaktuvuk Pass,16900,2012,2016
Anchor Point,30114,2012,2016
Anchorage,37864,2012,2016
Anderson,47776,2012,2016
Angoon,32586,2012,2016
Aniak,23187,2012,2016
Anvik,20242,2012,2016
Arctic Village,15253,2012,2016
Atka,28420,2012,2016
Atmautluak,11368,2012,2016
Atqasuk,21702,2012,2016
Attu Station,57973,2012,2016
Badger,31932,2012,2016
Utqiagvik,28137,2012,2016
Bear Creek,37895,2012,2016
Beaver,18298,2012,2016
Beluga,16660,2012,2016
Bethel,29165,2012,2016
Bettles,39006,2012,2016
Big Delta,28742,2012,2016
Big Lake,30559,2012,2016
Birch Creek,,2012,2016
Brevig Mission,8225,2012,2016
Buckland,13527,2012,2016
Buffalo Soapstone,31237,2012,2016
Butte,31248,2012,2016
Cantwell,34348,2012,2016
Central,33740,2012,2016
Chalkyitsik,14715,2012,2016
Chase,,2012,2016
Chefornak,11199,2012,2016
Chena Ridge,47940,2012,2016
Chenega,10882,2012,2016
Chevak,12258,2012,2016
Chickaloon,29843,2012,2016
Chicken,,2012,2016
Chignik Lagoon,39954,2012,2016
Chignik Lake,20292,2012,2016
Chignik,24405,2012,2016
Chiniak,,2012,2016
Chisana,,2012,2016
Chistochina,24242,2012,2016
Chitina,19441,2012,2016
Chuathbaluk,9264,2012,2016
Circle,13264,2012,2016
Clam Gulch,31483,2012,2016
Clark's Point,10096,2012,2016
Coffman Cove,26192,2012,2016
Cohoe,32853,2012,2016
Cold Bay,46327,2012,2016
Coldfoot,37193,2012,2016
College,35121,2012,2016
Cooper Landing,30090,2012,2016
Copper Center,21976,2012,2016
Cordova,44542,2012,2016
Covenant Life,18762,2012,2016
Craig,31247,2012,2016
Crooked Creek,19712,2012,2016
Crown Point,35689,2012,2016
Deering,14865,2012,2016
Delta Junction,27569,2012,2016
Deltana,29503,2012,2016
Denali Park,37951,2012,2016
Diamond Ridge,37328,2012,2016
Dillingham,31148,2012,2016
Diomede,10129,2012,2016
Dot Lake,,2012,2016
Dot Lake Village,14694,2012,2016
Dry Creek,18325,2012,2016
Eagle Village,32919,2012,2016
Eagle,15430,2012,2016
Edna Bay,,2012,2016
Eek,11689,2012,2016
Egegik,31749,2012,2016
Eielson AFB,25065,2012,2016
Ekwok,15052,2012,2016
Elfin Cove,34569,2012,2016
Elim,13696,2012,2016
Emmonak,13532,2012,2016
Ester,35869,2012,2016
Eureka Roadhouse,,2012,2016
Evansville,21955,2012,2016
Excursion Inlet,63385,2012,2016
Fairbanks,27742,2012,2016
False Pass,37356,2012,2016
Farm Loop,30363,2012,2016
Farmers Loop,52682,2012,2016
Ferry,,2012,2016
Fishhook,33019,2012,2016
Flat,,2012,2016
Fort Greely,19782,2012,2016
Fort Yukon,21880,2012,2016
Four Mile Road,,2012,2016
Fox,56379,2012,2016
Fox River,17012,2012,2016
Fritz Creek,33915,2012,2016
Funny River,30921,2012,2016
Gakona,23909,2012,2016
Galena,30580,2012,2016
Gambell,13887,2012,2016
Game Creek,,2012,2016
Gateway,36474,2012,2016
Glacier View,29484,2012,2016
Glennallen,15081,2012,2016
Goldstream,46048,2012,2016
Golovin,15560,2012,2016
Goodnews Bay,12075,2012,2016
Grayling,12490,2012,2016
Gulkana,22386,2012,2016
Gustavus,36746,2012,2016
Haines,33427,2012,2016
Halibut Cove,60778,2012,2016
Happy Valley,24933,2012,2016
Harding-Birch Lakes,31625,2012,2016
Healy,38148,2012,2016
Healy Lake,,2012,2016
Hobart Bay,,2012,2016
Hollis,23982,2012,2016
Holy Cross,15981,2012,2016
Homer,31899,2012,2016
Hoonah,26846,2012,2016
Hooper Bay,9321,2012,2016
Hope,39349,2012,2016
Houston,23615,2012,2016
Hughes,13987,2012,2016
Huslia,12984,2012,2016
Hydaburg,15898,2012,2016
Hyder,,2012,2016
Igiugig,24257,2012,2016
Iliamna,32030,2012,2016
Ivanof Bay,,2012,2016
Juneau,40592,2012,2016
Kachemak,36326,2012,2016
Kake,18341,2012,2016
Kaktovik,21925,2012,2016
Kalifornsky,31490,2012,2016
Kaltag,19960,2012,2016
Karluk,7591,2012,2016
Kasaan,24711,2012,2016
Kasigluk,7854,2012,2016
Kasilof,19491,2012,2016
Kenai,37008,2012,2016
Kenny Lake,13131,2012,2016
Ketchikan,29502,2012,2016
Kiana,17076,2012,2016
King Cove,31673,2012,2016
King Salmon,41287,2012,2016
Kipnuk,10146,2012,2016
Kivalina,13980,2012,2016
Klawock,21490,2012,2016
Klukwan,24602,2012,2016
Knik River,33732,2012,2016
Knik-Fairview,31619,2012,2016
Kobuk,13447,2012,2016
Kodiak Station,20995,2012,2016
Kodiak,29614,2012,2016
Kokhanok,12758,2012,2016
Koliganek,19807,2012,2016
Kongiganak,8366,2012,2016
Kotlik,11449,2012,2016
Kotzebue,29523,2012,2016
Koyuk,10226,2012,2016
Koyukuk,16694,2012,2016
Kupreanof,27571,2012,2016
Kwethluk,12559,2012,2016
Kwigillingok,10563,2012,2016
Lake Louise,,2012,2016
Lake Minchumina,27490,2012,2016
Lakes,33678,2012,2016
Larsen Bay,27562,2012,2016
Lazy Mountain,30428,2012,2016
Levelock,13229,2012,2016
Lime Village,,2012,2016
Livengood,,2012,2016
Loring,,2012,2016
Lowell Point,49459,2012,2016
Lower Kalskag,11577,2012,2016
Lutak,,2012,2016
Manley Hot Springs,32243,2012,2016
Manokotak,23018,2012,2016
Marshall,11525,2012,2016
McCarthy,,2012,2016
McGrath,28813,2012,2016
Meadow Lakes,26770,2012,2016
Mekoryuk,17576,2012,2016
Mendeltna,,2012,2016
Mentasta Lake,9022,2012,2016
Mertarvik,,2012,2016
Metlakatla,22945,2012,2016
Minto,14750,2012,2016
Moose Creek,31805,2012,2016
Moose Pass,49223,2012,2016
Mosquito Lake,20434,2012,2016
Mountain Village,13332,2012,2016
Mud Bay,48338,2012,2016
Nabesna,,2012,2016
Naknek,42094,2012,2016
Nanwalek,13190,2012,2016
Napakiak,10214,2012,2016
Napaskiak,11244,2012,2016
Naukati Bay,20654,2012,2016
Nelchina,7783,2012,2016
Nelson Lagoon,36126,2012,2016
Nenana,26851,2012,2016
New Allakaket,11840,2012,2016
New Stuyahok,9660,2012,2016
Newhalen,15391,2012,2016
Newtok,8566,2012,2016
Nightmute,9705,2012,2016
Nikiski,31217,2012,2016
Nikolaevsk,16123,2012,2016
Nikolai,15965,2012,2016
Nikolski,22167,2012,2016
Ninilchik,32766,2012,2016
Noatak,13453,2012,2016
Nome,29858,2012,2016
Nondalton,13461,2012,2016
Noorvik,17398,2012,2016
North Pole,30831,2012,2016
Northway,15458,2012,2016
Northway Junction,19150,2012,2016
Northway Village,8440,2012,2016
Nuiqsut,24312,2012,2016
Nulato,13537,2012,2016
Nunam Iqua,15311,2012,2016
Nunapitchuk,9359,2012,2016
Old Harbor,24824,2012,2016
Oscarville,13815,2012,2016
Ouzinkie,29689,2012,2016
Palmer,26259,2012,2016
Paxson,,2012,2016
Pedro Bay,29908,2012,2016
Pelican,32906,2012,2016
Perryville,11776,2012,2016
Petersburg,35267,2012,2016
Petersville,,2012,2016
Pilot Point,21869,2012,2016
Pilot Station,9674,2012,2016
Pitkas Point,13353,2012,2016
Platinum,11864,2012,2016
Pleasant Valley,27526,2012,2016
Point Baker,14538,2012,2016
Point Hope,18938,2012,2016
Point Lay,17892,2012,2016
Point MacKenzie,23056,2012,2016
Point Possession,,2012,2016
Pope-Vannoy Landing,,2012,2016
Port Alexander,24988,2012,2016
Port Alsworth,23323,2012,2016
Port Clarence,26837,2012,2016
Port Graham,16379,2012,2016
Port Heiden,47671,2012,2016
Port Lions,27490,2012,2016
Port Protection,13284,2012,2016
Portage Creek,,2012,2016
Primrose,51070,2012,2016
Prudhoe Bay,106141,2012,2016
Quinhagak,14739,2012,2016
Rampart,13580,2012,2016
Red Devil,20458,2012,2016
Red Dog Mine,61382,2012,2016
Ridgeway,38892,2012,2016
Ruby,14007,2012,2016
Russian Mission,8911,2012,2016
Salamatof,18707,2012,2016
Salcha,32346,2012,2016
Sand Point,30115,2012,2016
Savoonga,8745,2012,2016
Saxman,26399,2012,2016
Scammon Bay,9318,2012,2016
Selawik,10811,2012,2016
Seldovia Village,33810,2012,2016
Seldovia,31239,2012,2016
Seward,27810,2012,2016
Shageluk,22837,2012,2016
Shaktoolik,15998,2012,2016
Shishmaref,10442,2012,2016
Shungnak,10624,2012,2016
Silver Springs,20163,2012,2016
Sitka,35655,2012,2016
Skagway,39455,2012,2016
Skwentna,21849,2012,2016
Slana,,2012,2016
Sleetmute,15217,2012,2016
Soldotna,31210,2012,2016
South Naknek,35582,2012,2016
South Van Horn,35154,2012,2016
Saint George,24522,2012,2016
Saint Mary's,20872,2012,2016
Saint Michael,10196,2012,2016
Saint Paul,31774,2012,2016
Stebbins,11221,2012,2016
Steele Creek,41575,2012,2016
Sterling,33689,2012,2016
Stevens Village,8720,2012,2016
Stony River,18851,2012,2016
Sunrise,83540,2012,2016
Susitna,,2012,2016
Susitna North,25623,2012,2016
Sutton-Alpine,18115,2012,2016
Takotna,17637,2012,2016
Talkeetna,29398,2012,2016
Tanacross,13901,2012,2016
Tanaina,29074,2012,2016
Tanana,22027,2012,2016
Tatitlek,22842,2012,2016
Tazlina,26282,2012,2016
Teller,12732,2012,2016
Tenakee Springs,33518,2012,2016
Tetlin,10772,2012,2016
Thorne Bay,31832,2012,2016
Togiak,13599,2012,2016
Tok,27530,2012,2016
Toksook Bay,14759,2012,2016
Tolsona,,2012,2016
Tonsina,,2012,2016
Trapper Creek,23915,2012,2016
Tuluksak,18337,2012,2016
Tuntutuliak,10332,2012,2016
Tununak,10194,2012,2016
Twin Hills,14023,2012,2016
Two Rivers,33083,2012,2016
Tyonek,15723,2012,2016
Ugashik,41100,2012,2016
Unalakleet,26896,2012,2016
Unalaska,35299,2012,2016
Upper Kalskag,12846,2012,2016
Valdez,37771,2012,2016
Venetie,12695,2012,2016
Wainwright,21926,2012,2016
Wales,12657,2012,2016
Wasilla,27166,2012,2016
Whale Pass,,2012,2016
White Mountain,18621,2012,2016
Whitestone,61923,2012,2016
Whitestone Logging Camp,,2012,2016
Whittier,27312,2012,2016
Willow,26024,2012,2016
Willow Creek,,2012,2016
Wiseman,,2012,2016
Womens Bay,35868,2012,2016
Wrangell,29782,2012,2016
Yakutat,29321,2012,2016
Alaska,35065,2013,2017
Aleutians East Borough,31254,2013,2017
Aleutians West Census Area,35998,2013,2017
Anchorage,38977,2013,2017
Bethel Census Area,18654,2013,2017
Bristol Bay Borough,42002,2013,2017
Denali Borough,33084,2013,2017
Dillingham Census Area,24647,2013,2017
Fairbanks North Star Borough,35328,2013,2017
Haines Borough,35907,2013,2017
Hoonah-Angoon Census Area,33704,2013,2017
Juneau,41904,2013,2017
Kenai Peninsula Borough,33336,2013,2017
Ketchikan Gateway Borough,33771,2013,2017
Kodiak Island Borough,32625,2013,2017
Kusilvak Census Area,11693,2013,2017
Lake and Peninsula Borough,23434,2013,2017
Matanuska-Susitna Borough,30409,2013,2017
Nome Census Area,20952,2013,2017
North Slope Borough,48777,2013,2017
Northwest Arctic Borough,21879,2013,2017
Petersburg Borough,35044,2013,2017
Prince of Wales-Hyder Census Area,26695,2013,2017
Sitka,36617,2013,2017
Skagway,39376,2013,2017
Southeast Fairbanks Census Area,31051,2013,2017
Valdez-Cordova Census Area,37935,2013,2017
Wrangell,29943,2013,2017
Yakutat,32393,2013,2017
Yukon-Koyukuk Census Area,21057,2013,2017
Adak,21055,2013,2017
Akhiok,9766,2013,2017
Akiachak,11095,2013,2017
Akiak,10510,2013,2017
Akutan,26978,2013,2017
Alakanuk,9521,2013,2017
Alatna,,2013,2017
Alcan Border,20515,2013,2017
Aleknagik,23108,2013,2017
Aleneva,,2013,2017
Allakaket,15277,2013,2017
Ambler,15937,2013,2017
Anaktuvuk Pass,16682,2013,2017
Anchor Point,30864,2013,2017
Anchorage,38977,2013,2017
Anderson,48629,2013,2017
Angoon,34320,2013,2017
Aniak,25438,2013,2017
Anvik,19271,2013,2017
Arctic Village,17255,2013,2017
Atka,26500,2013,2017
Atmautluak,9742,2013,2017
Atqasuk,20597,2013,2017
Attu Station,62550,2013,2017
Badger,35042,2013,2017
Utqiagvik,31781,2013,2017
Bear Creek,33753,2013,2017
Beaver,16602,2013,2017
Beluga,,2013,2017
Bethel,30256,2013,2017
Bettles,41165,2013,2017
Big Delta,28526,2013,2017
Big Lake,29663,2013,2017
Birch Creek,,2013,2017
Brevig Mission,8425,2013,2017
Buckland,13288,2013,2017
Buffalo Soapstone,29716,2013,2017
Butte,32211,2013,2017
Cantwell,34580,2013,2017
Central,32457,2013,2017
Chalkyitsik,19081,2013,2017
Chase,,2013,2017
Chefornak,10535,2013,2017
Chena Ridge,45161,2013,2017
Chenega,20724,2013,2017
Chevak,13690,2013,2017
Chickaloon,33143,2013,2017
Chicken,,2013,2017
Chignik Lagoon,40833,2013,2017
Chignik Lake,14637,2013,2017
Chignik,25183,2013,2017
Chiniak,,2013,2017
Chisana,,2013,2017
Chistochina,21546,2013,2017
Chitina,25778,2013,2017
Chuathbaluk,9880,2013,2017
Circle,9841,2013,2017
Clam Gulch,34230,2013,2017
Clark's Point,8991,2013,2017
Coffman Cove,32328,2013,2017
Cohoe,30974,2013,2017
Cold Bay,47579,2013,2017
Coldfoot,36868,2013,2017
College,35576,2013,2017
Cooper Landing,33643,2013,2017
Copper Center,19358,2013,2017
Cordova,44055,2013,2017
Covenant Life,28169,2013,2017
Craig,33362,2013,2017
Crooked Creek,15116,2013,2017
Crown Point,28523,2013,2017
Deering,16069,2013,2017
Delta Junction,29963,2013,2017
Deltana,29734,2013,2017
Denali Park,26397,2013,2017
Diamond Ridge,37004,2013,2017
Dillingham,33544,2013,2017
Diomede,11671,2013,2017
Dot Lake,,2013,2017
Dot Lake Village,18237,2013,2017
Dry Creek,20899,2013,2017
Eagle Village,33436,2013,2017
Eagle,23542,2013,2017
Edna Bay,4686,2013,2017
Eek,10857,2013,2017
Egegik,40920,2013,2017
Eielson AFB,26631,2013,2017
Ekwok,11545,2013,2017
Elfin Cove,77348,2013,2017
Elim,13460,2013,2017
Emmonak,13271,2013,2017
Ester,34605,2013,2017
Eureka Roadhouse,,2013,2017
Evansville,24033,2013,2017
Excursion Inlet,69735,2013,2017
Fairbanks,29375,2013,2017
False Pass,40635,2013,2017
Farm Loop,36690,2013,2017
Farmers Loop,49785,2013,2017
Ferry,24608,2013,2017
Fishhook,32845,2013,2017
Flat,,2013,2017
Fort Greely,15031,2013,2017
Fort Yukon,19512,2013,2017
Four Mile Road,,2013,2017
Fox,55649,2013,2017
Fox River,18709,2013,2017
Fritz Creek,34584,2013,2017
Funny River,28933,2013,2017
Gakona,26672,2013,2017
Galena,32579,2013,2017
Gambell,16588,2013,2017
Game Creek,,2013,2017
Gateway,36012,2013,2017
Glacier View,35939,2013,2017
Glennallen,14146,2013,2017
Goldstream,46839,2013,2017
Golovin,16165,2013,2017
Goodnews Bay,11714,2013,2017
Grayling,11699,2013,2017
Gulkana,13808,2013,2017
Gustavus,39582,2013,2017
Haines,38056,2013,2017
Halibut Cove,54112,2013,2017
Happy Valley,25875,2013,2017
Harding-Birch Lakes,40424,2013,2017
Healy,36001,2013,2017
Healy Lake,,2013,2017
Hobart Bay,,2013,2017
Hollis,25342,2013,2017
Holy Cross,14149,2013,2017
Homer,32595,2013,2017
Hoonah,28857,2013,2017
Hooper Bay,8832,2013,2017
Hope,,2013,2017
Houston,23626,2013,2017
Hughes,15397,2013,2017
Huslia,13407,2013,2017
Hydaburg,16408,2013,2017
Hyder,,2013,2017
Igiugig,23989,2013,2017
Iliamna,31197,2013,2017
Ivanof Bay,,2013,2017
Juneau,41904,2013,2017
Kachemak,39804,2013,2017
Kake,19204,2013,2017
Kaktovik,21945,2013,2017
Kalifornsky,33979,2013,2017
Kaltag,19696,2013,2017
Karluk,6400,2013,2017
Kasaan,22958,2013,2017
Kasigluk,8469,2013,2017
Kasilof,18524,2013,2017
Kenai,36510,2013,2017
Kenny Lake,,2013,2017
Ketchikan,30474,2013,2017
Kiana,16351,2013,2017
King Cove,31439,2013,2017
King Salmon,39315,2013,2017
Kipnuk,9968,2013,2017
Kivalina,16907,2013,2017
Klawock,23272,2013,2017
Klukwan,23827,2013,2017
Knik River,33622,2013,2017
Knik-Fairview,30739,2013,2017
Kobuk,13451,2013,2017
Kodiak Station,20520,2013,2017
Kodiak,30853,2013,2017
Kokhanok,13385,2013,2017
Koliganek,18507,2013,2017
Kongiganak,8833,2013,2017
Kotlik,10794,2013,2017
Kotzebue,31368,2013,2017
Koyuk,11061,2013,2017
Koyukuk,17041,2013,2017
Kupreanof,37950,2013,2017
Kwethluk,12518,2013,2017
Kwigillingok,10590,2013,2017
Lake Louise,,2013,2017
Lake Minchumina,24005,2013,2017
Lakes,35246,2013,2017
Larsen Bay,33814,2013,2017
Lazy Mountain,29349,2013,2017
Levelock,15068,2013,2017
Lime Village,6517,2013,2017
Livengood,,2013,2017
Loring,,2013,2017
Lowell Point,36331,2013,2017
Lower Kalskag,10091,2013,2017
Lutak,7848,2013,2017
Manley Hot Springs,37049,2013,2017
Manokotak,23031,2013,2017
Marshall,11548,2013,2017
McCarthy,,2013,2017
McGrath,28312,2013,2017
Meadow Lakes,29642,2013,2017
Mekoryuk,16965,2013,2017
Mendeltna,,2013,2017
Mentasta Lake,13487,2013,2017
Mertarvik,,2013,2017
Metlakatla,22976,2013,2017
Minto,17886,2013,2017
Moose Creek,42410,2013,2017
Moose Pass,42133,2013,2017
Mosquito Lake,27723,2013,2017
Mountain Village,16892,2013,2017
Mud Bay,49809,2013,2017
Nabesna,,2013,2017
Naknek,44638,2013,2017
Nanwalek,13674,2013,2017
Napakiak,10608,2013,2017
Napaskiak,11117,2013,2017
Naukati Bay,16069,2013,2017
Nelchina,21797,2013,2017
Nelson Lagoon,37602,2013,2017
Nenana,24588,2013,2017
New Stuyahok,10515,2013,2017
Newhalen,16709,2013,2017
Newtok,10042,2013,2017
Nightmute,8693,2013,2017
Nikiski,29514,2013,2017
Nikolaevsk,21175,2013,2017
Nikolai,15533,2013,2017
Nikolski,28056,2013,2017
Ninilchik,33746,2013,2017
Noatak,15146,2013,2017
Nome,30744,2013,2017
Nondalton,20384,2013,2017
Noorvik,16784,2013,2017
North Pole,31701,2013,2017
Northway,17773,2013,2017
Northway Junction,26939,2013,2017
Northway Village,8801,2013,2017
Nuiqsut,22481,2013,2017
Nulato,14968,2013,2017
Nunam Iqua,9711,2013,2017
Nunapitchuk,9267,2013,2017
Old Harbor,21409,2013,2017
Oscarville,9078,2013,2017
Ouzinkie,33122,2013,2017
Palmer,25668,2013,2017
Paxson,,2013,2017
Pedro Bay,22478,2013,2017
Pelican,33240,2013,2017
Perryville,11944,2013,2017
Petersburg,35610,2013,2017
Petersville,,2013,2017
Pilot Point,27109,2013,2017
Pilot Station,9409,2013,2017
Pitkas Point,13990,2013,2017
Platinum,21813,2013,2017
Pleasant Valley,22548,2013,2017
Point Baker,,2013,2017
Point Hope,18244,2013,2017
Point Lay,15801,2013,2017
Point MacKenzie,29362,2013,2017
Point Possession,,2013,2017
Pope-Vannoy Landing,,2013,2017
Port Alexander,30355,2013,2017
Port Alsworth,24030,2013,2017
Port Clarence,23556,2013,2017
Port Graham,18937,2013,2017
Port Heiden,38918,2013,2017
Port Lions,26372,2013,2017
Port Protection,13654,2013,2017
Portage Creek,,2013,2017
Primrose,45424,2013,2017
Prudhoe Bay,109128,2013,2017
Quinhagak,17486,2013,2017
Rampart,23978,2013,2017
Red Devil,26667,2013,2017
Red Dog Mine,51647,2013,2017
Ridgeway,41069,2013,2017
Ruby,12741,2013,2017
Russian Mission,8442,2013,2017
Salamatof,19055,2013,2017
Salcha,33150,2013,2017
Sand Point,31510,2013,2017
Savoonga,9659,2013,2017
Saxman,22722,2013,2017
Scammon Bay,8627,2013,2017
Selawik,9479,2013,2017
Seldovia Village,36655,2013,2017
Seldovia,32805,2013,2017
Seward,26771,2013,2017
Shageluk,21978,2013,2017
Shaktoolik,15500,2013,2017
Shishmaref,11849,2013,2017
Shungnak,11155,2013,2017
Silver Springs,16512,2013,2017
Sitka,36617,2013,2017
Skagway,39167,2013,2017
Skwentna,22349,2013,2017
Slana,,2013,2017
Sleetmute,13656,2013,2017
Soldotna,36987,2013,2017
South Naknek,34094,2013,2017
South Van Horn,29785,2013,2017
Saint George,24201,2013,2017
Saint Mary's,14858,2013,2017
Saint Michael,10945,2013,2017
Saint Paul,35855,2013,2017
Stebbins,10650,2013,2017
Steele Creek,41275,2013,2017
Sterling,37770,2013,2017
Stevens Village,6880,2013,2017
Stony River,17631,2013,2017
Sunrise,81197,2013,2017
Susitna,,2013,2017
Susitna North,31344,2013,2017
Sutton-Alpine,19716,2013,2017
Takotna,20713,2013,2017
Talkeetna,30233,2013,2017
Tanacross,14349,2013,2017
Tanaina,28718,2013,2017
Tanana,22598,2013,2017
Tatitlek,25231,2013,2017
Tazlina,23767,2013,2017
Teller,12790,2013,2017
Tenakee Springs,34670,2013,2017
Tetlin,13080,2013,2017
Thorne Bay,32730,2013,2017
Togiak,14268,2013,2017
Tok,27241,2013,2017
Toksook Bay,15211,2013,2017
Tolsona,,2013,2017
Tonsina,,2013,2017
Trapper Creek,27036,2013,2017
Tuluksak,15983,2013,2017
Tuntutuliak,10466,2013,2017
Tununak,9493,2013,2017
